t,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,rssi
3.0567786693573,1514,1514,1045,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
3.1579041481018066,1514,1514,1045,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
3.2580690383911133,1514,1514,1046,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
3.3572332859039307,1514,1514,1045,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
3.456899642944336,1514,1514,1046,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
3.5581085681915283,1514,1514,1045,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
3.6576950550079346,1514,1514,1045,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
3.7567057609558105,1514,1514,1046,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
3.8580827713012695,1514,1514,1046,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
3.958113431930542,1514,1514,1045,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
4.05763053894043,1514,1514,1045,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
4.15692663192749,1514,1514,1045,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
4.2582244873046875,1514,1514,1045,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
4.357367753982544,1514,1514,1045,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
4.457943439483643,1514,1514,1046,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
4.556834697723389,1514,1514,1046,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
4.658475637435913,1514,1514,1046,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
4.757657766342163,1514,1514,1045,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
4.856999635696411,1514,1514,1045,1514,1024,1024,1024,1514,1514,1514,1514,1514,1514,1514,1514,1514,998,998,43
