t,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
1.6762244701385498,-0.012308143090581123,-0.01717661563861724,-0.0194504883557741,4.117063206225384e-05,-5.1793348938876624e-05,-0.0008257243034177348,0.9999996569008418,0.0,0.0,0.0,0.0,0.0,0.0
1.7719416618347168,-0.008080899950611245,-0.019233710235288158,-0.020053033370702987,0.0001073854404519374,-0.0012264075993483406,-0.0006572136504030212,0.9999990262310178,0.0,0.0,0.0,0.0,0.0,0.0
1.877458095550537,-0.01025788011356054,-0.017008180376734353,-0.018862645279882868,-0.00011304930108901969,0.00026026976229713404,-0.0010235352610491483,0.9999994359273782,0.0,0.0,0.0,0.0,0.0,0.0
1.972594976425171,-0.008136470122459117,-0.018020009436523134,-0.016718933289279588,0.0002576336084657174,-0.0005126473008146989,-0.0005507699098470708,0.999999683735037,0.0,0.0,0.0,0.0,0.0,0.0
2.0723483562469482,-0.007415353280287359,-0.01782545992648589,-0.016581323259179177,8.629909291677835e-05,-0.00014556472125878552,-0.000317498660351074,0.9999999352789867,0.0,0.0,0.0,0.0,0.0,0.0
2.1849772930145264,-0.00951283463651478,-0.015593736003744745,-0.01484824790454163,0.000287476811574877,0.00012349733234287165,-0.0006139615750590108,0.9999997625783091,0.0,0.0,0.0,0.0,0.0,0.0
2.2741613388061523,-0.011682185733606113,-0.013090342794746464,-0.01479857301609021,7.845328248104663e-05,-0.0005475093878369383,-0.0006476525891395609,0.9999996373122716,0.0,0.0,0.0,0.0,0.0,0.0
2.3753557205200195,-0.012272342355242548,-0.017452680052526124,-0.017768494806958482,-0.00013893530167169015,-0.0008266427215477307,-0.0005599225939050315,0.9999994919226112,0.0,0.0,0.0,0.0,0.0,0.0
2.4753451347351074,-0.009858547275627561,-0.018235649020828852,-0.019546866687950797,0.0002565726170013474,-0.0004045034294200566,-0.0011629250498811517,0.9999992090760849,0.0,0.0,0.0,0.0,0.0,0.0
2.5753631591796875,-0.011160955707148116,-0.0154581747710999,-0.021693553036328306,-0.00027801493704506116,0.00037115365202007307,-0.0008980717026639835,0.9999994892098083,0.0,0.0,0.0,0.0,0.0,0.0
2.682124614715576,-0.008718318480930161,-0.02295267027495951,-0.020174026726661895,0.00016150436044632194,6.33379965854371e-06,-0.0011795194303307595,0.9999992913048175,0.0,0.0,0.0,0.0,0.0,0.0
2.7717926502227783,-0.005510713288315752,-0.026538228104583304,-0.019421654202416795,2.241790972281077e-05,-0.0005483634038675742,-0.0009842286212222258,0.9999993650443159,0.0,0.0,0.0,0.0,0.0,0.0
2.883223295211792,-0.003647204538507629,-0.023504574889962302,-0.019116748383256027,0.00026910566368665,0.00015283586432139173,-0.0015313331562079825,0.9999987796203074,0.0,0.0,0.0,0.0,0.0,0.0
2.9728641510009766,-0.006732896061509178,-0.021539317882687647,-0.01651751153959026,0.00013999900033794633,-0.00014439007126673973,-0.001182511479875121,0.9999992806089342,0.0,0.0,0.0,0.0,0.0,0.0
3.0744943618774414,-0.0034496076445114736,-0.021829677829890166,-0.01650614024938971,9.495954429989767e-05,-0.00031059183134370463,-0.0010630423098999216,0.9999993822280319,0.0,0.0,0.0,0.0,0.0,0.0
3.1721038818359375,-0.005873535945666194,-0.02007565813747245,-0.016885585290928314,0.00043548842813360245,-0.000485716568436402,-0.001042143776484533,0.9999992441825104,0.0,0.0,0.0,0.0,0.0,0.0
3.257551431655884,-0.010015431595175105,-0.01749103173528119,-0.0165395696800016,7.643572418842765e-06,-0.00041265802965893833,-0.0007467625657215981,0.9999996360002316,0.0,0.0,0.0,0.0,0.0,0.0
3.3728623390197754,-0.006490876793129903,-0.020694471547873253,-0.015560705015360311,0.00020049817545738678,-0.0005369161198356366,-0.0014767424955129667,0.9999987453757947,0.0,0.0,0.0,0.0,0.0,0.0
3.473370313644409,-0.003687835415754937,-0.02659075914056881,-0.016550471955155868,0.0005286483233548264,-0.0006304636656671561,-0.0012732167978266157,0.9999988509820908,0.0,0.0,0.0,0.0,0.0,0.0
3.5785443782806396,-0.00800984110344192,-0.020848878537491036,-0.016450139669376432,-0.00018195247403813606,-0.0012329667369764493,-0.0012504608259278427,0.9999984415158083,0.0,0.0,0.0,0.0,0.0,0.0
3.6773130893707275,-0.008715839684867475,-0.01650432620229079,-0.015762625519403474,0.0002657867512136575,-3.715572050023307e-05,-0.000638170354263167,0.9999997603576984,0.0,0.0,0.0,0.0,0.0,0.0
3.7721140384674072,-0.006272499300677719,-0.018974778655178954,-0.01688016287696323,-9.891032661909085e-05,-0.0012671660274166797,-0.00038067274646404274,0.9999991197972457,0.0,0.0,0.0,0.0,0.0,0.0
3.8825950622558594,-0.007841862577702455,-0.022533129555924816,-0.016114623032159686,0.0003981016710698464,-0.0008610436748783961,-0.0011731383090555754,0.9999988619320311,0.0,0.0,0.0,0.0,0.0,0.0
3.9785361289978027,-0.009146602410086383,-0.021620954293167485,-0.017151193845526606,0.00026341313769483784,-0.0011783806844922612,-0.001382993363091924,0.9999983146794995,0.0,0.0,0.0,0.0,0.0,0.0
4.077000617980957,-0.007903753258134376,-0.021779392284506125,-0.01862404955245327,0.00015830671734996904,0.00019992905855023517,-0.0012876112621862275,0.9999991385119252,0.0,0.0,0.0,0.0,0.0,0.0
4.177706956863403,-0.0054432539259166215,-0.02354039694662398,-0.020382378762767425,-0.0002795633599223138,-0.00048022247917350284,-0.0009258423734481425,0.9999994170231296,0.0,0.0,0.0,0.0,0.0,0.0
4.273367166519165,-0.008505747366396418,-0.022177831583819283,-0.017924140582792392,6.470056661036052e-05,-5.8721615171123374e-05,-0.0011566137352530973,0.9999993273049126,0.0,0.0,0.0,0.0,0.0,0.0
4.3748979568481445,-0.009697070591995854,-0.02036225618831998,-0.016465605697037297,-8.360575791877025e-05,-0.0006569643569334023,-0.0009154081223826355,0.9999993617177374,0.0,0.0,0.0,0.0,0.0,0.0
4.476809501647949,-0.006609477903198638,-0.024227500634816712,-0.0161488495312104,-0.00015034543688449624,-5.258662812694687e-06,-0.001008899566676786,0.9999994797449957,0.0,0.0,0.0,0.0,0.0,0.0
4.5763609409332275,-0.00858934190863586,-0.0170785615439784,-0.01656627655278215,0.0002378316535299564,-0.0008390408794320194,-0.0007991539545178577,0.9999993003994883,0.0,0.0,0.0,0.0,0.0,0.0
4.6714255809783936,-0.008428292800880434,-0.01406384439937129,-0.015332343181700594,0.00023863596400885178,-0.00119168829649881,-0.0009260814651808235,0.9999988326518198,0.0,0.0,0.0,0.0,0.0,0.0
4.772664308547974,-0.007318756485464736,-0.018331354517396117,-0.014004420157922817,0.000348107890185766,-0.0005414508780208511,-0.0012764707698362699,0.9999989781365874,0.0,0.0,0.0,0.0,0.0,0.0
4.873294353485107,-0.009120457886295669,-0.022210551036439503,-0.01686729976577675,0.0001192002369225392,-0.0002708482903428693,-0.0008533615921266093,0.999999592103168,0.0,0.0,0.0,0.0,0.0,0.0
4.976905822753906,-0.009520597777918003,-0.02159201293144388,-0.015086649604033628,0.000511285527464375,0.00011300259091672744,-0.0015756296775645304,0.9999986216033728,0.0,0.0,0.0,0.0,0.0,0.0
5.078883171081543,-0.009997703875880051,-0.018917404780217806,-0.015174621548405489,0.000491609660947179,-0.0006588091219924617,-0.0014641465991053967,0.9999985902816173,0.0,0.0,0.0,0.0,0.0,0.0
5.175948143005371,-0.007567682077758912,-0.019888806926330375,-0.01858533043384083,-0.0004262925472853985,-0.0009490147329601757,-0.0011754856517589432,0.9999987679388342,0.0,0.0,0.0,0.0,0.0,0.0
5.273845434188843,-0.00849672603922211,-0.018530805277572282,-0.017756176431393274,0.00019630077119716047,-1.0828612751135637e-05,-0.0009101614763393432,0.999999566477325,0.0,0.0,0.0,0.0,0.0,0.0
5.376110315322876,-0.011562698042932073,-0.016511805352854934,-0.016181125110221597,0.0005261057761363073,-0.0010613556423446312,-0.0006964729867466952,0.9999990558307014,0.0,0.0,0.0,0.0,0.0,0.0
5.479824542999268,-0.012950381399356337,-0.02016774548428515,-0.017158707132809495,-0.0001468374983747596,0.00011511007106267601,-0.0013550966724008113,0.9999990644502782,0.0,0.0,0.0,0.0,0.0,0.0
5.5719640254974365,-0.010743933352974654,-0.023939228673927917,-0.016785527879665058,0.00029826368464153845,-0.0014009452580512165,-0.0011316303827134395,0.9999983339005306,0.0,0.0,0.0,0.0,0.0,0.0
5.679399013519287,-0.012568508117004901,-0.025110753272287244,-0.018920913787299244,0.00016901260763254634,0.0003242750966873922,-0.0015549971738404642,0.9999987241312813,0.0,0.0,0.0,0.0,0.0,0.0
5.7795984745025635,-0.011858060961273426,-0.024757931715703504,-0.01811215802121327,2.7150961464604786e-05,-6.344539537275996e-05,-0.0005429685744387656,0.9999998502113064,0.0,0.0,0.0,0.0,0.0,0.0
5.875705003738403,-0.010588659918808073,-0.02173094851294641,-0.019177622757162713,-5.484487305966339e-05,-0.0005618948450950934,-0.0009584034515187352,0.9999993813643329,0.0,0.0,0.0,0.0,0.0,0.0
5.972869634628296,-0.007070697838892729,-0.016361316284186918,-0.016734163225010572,0.00017563386348415637,-0.000494736398189703,-0.0008215598612635677,0.9999995247139059,0.0,0.0,0.0,0.0,0.0,0.0
6.074262619018555,-0.00962556083508134,-0.013549088503835335,-0.016401514042212365,0.00022189950020700444,-0.0002152868408482794,-0.0007782214700551833,0.9999996493917046,0.0,0.0,0.0,0.0,0.0,0.0
6.174921989440918,-0.00891120440093082,-0.01406982224050758,-0.016030211334457742,0.00015102813596966371,-0.0011546962441308863,-0.0011944469694410843,0.999998608580794,0.0,0.0,0.0,0.0,0.0,0.0
6.277353525161743,-0.010590915636687162,-0.017015241037684807,-0.014191131601856154,0.0008945989234698567,-0.0010357321547667746,-0.0014557635717156177,0.9999980038500547,0.0,0.0,0.0,0.0,0.0,0.0
6.373943328857422,-0.01473302816984882,-0.021776801015231377,-0.015701667341172197,0.0002475392917924455,-0.00030434491766021416,-0.0021102737025245817,0.9999976964190322,0.0,0.0,0.0,0.0,0.0,0.0
6.474452018737793,-0.016686928219922445,-0.025387274107240572,-0.015594576245625939,0.00024284415815148042,-0.00014654381742098643,-0.0011979411367221875,0.9999992422440417,0.0,0.0,0.0,0.0,0.0,0.0
6.577452182769775,-0.013976620485905518,-0.02477495070789743,-0.018074758874019953,0.0001622260355871374,-1.481617917408658e-05,-0.0011461468581265178,0.9999993299050624,0.0,0.0,0.0,0.0,0.0,0.0
6.680419683456421,-0.017830382029899273,-0.019180451245685372,-0.018323241991797707,2.835361744883998e-05,-8.93635809647272e-05,-0.000818797581382549,0.9999996603903138,0.0,0.0,0.0,0.0,0.0,0.0
6.773232698440552,-0.01608710264888956,-0.0164994388395287,-0.019135177926541607,-6.38996566900526e-06,-9.31304533149791e-05,-0.0008331035839712014,0.9999996486120907,0.0,0.0,0.0,0.0,0.0,0.0
6.872063636779785,-0.017241029511381723,-0.02091537459609475,-0.016933365156038622,0.0006093842630878008,-0.00013099889307782532,-0.001300221318916072,0.9999989604567755,0.0,0.0,0.0,0.0,0.0,0.0
6.975258827209473,-0.01473547716440182,-0.020703976874706764,-0.01639800518478238,0.0010388133560851303,0.0003433679411402037,-0.0010675938378946624,0.9999988316036502,0.0,0.0,0.0,0.0,0.0,0.0
7.076579332351685,-0.01509881274516195,-0.02109005768824037,-0.012875495821418734,5.5148223058311365e-05,-0.0005796020618069064,-0.0012106116035710988,0.9999990977194272,0.0,0.0,0.0,0.0,0.0,0.0
7.188053369522095,-0.01294362844509985,-0.022446428157400666,-0.015428570588356075,3.714361390960457e-05,-0.00018649824070494835,-0.0016249540505088283,0.9999986616806505,0.0,0.0,0.0,0.0,0.0,0.0
7.271352529525757,-0.010170081826119252,-0.022313080910424544,-0.015014278973297683,0.0004410371153653544,-0.0010283705710099338,-0.0012293018156107351,0.9999986183776847,0.0,0.0,0.0,0.0,0.0,0.0
7.373730897903442,-0.01223479244838037,-0.01624710352467959,-0.013743474776808947,0.0005529471558927982,-0.0008985374609969753,-0.0006536171934518772,0.9999992298319227,0.0,0.0,0.0,0.0,0.0,0.0
7.472047567367554,-0.009839045815327319,-0.012111864591351438,-0.013689559039689008,0.0005895751716942469,-0.0007837077558914768,-0.0005150263819392876,0.9999993864753598,0.0,0.0,0.0,0.0,0.0,0.0
7.578265905380249,-0.013704990547239185,-0.01292772234851283,-0.01592863905271115,0.00023575619706015945,-0.0004015330945043798,-0.0007094898505612611,0.9999996399071058,0.0,0.0,0.0,0.0,0.0,0.0
7.676553249359131,-0.01235467308222447,-0.014971259429211094,-0.013680598495280548,0.0007574828149968096,-0.0015578806345845427,-0.0006363940554661758,0.9999982971137099,0.0,0.0,0.0,0.0,0.0,0.0
7.7717437744140625,-0.009949424948045014,-0.014905228693672034,-0.01011849645545971,0.0007265533195128755,-0.0009697450041519899,-0.0007576034164338663,0.9999989788754605,0.0,0.0,0.0,0.0,0.0,0.0
7.881939172744751,-0.010200044623877082,-0.017773378968755423,-0.01126898282535932,0.0003589662812066145,-0.0004929200493266221,-0.0008404659687868544,0.9999994608948489,0.0,0.0,0.0,0.0,0.0,0.0
7.973004579544067,-0.010479668154918326,-0.02289396967062169,-0.013989079724433617,0.0005383931470381804,-0.0006630611249431329,-0.001347643008202417,0.9999987271697329,0.0,0.0,0.0,0.0,0.0,0.0
8.075695753097534,-0.01066790462526031,-0.023409746921046595,-0.0145294799235868,0.0005691043507641639,-0.0009606754671595462,-0.0012032044492652173,0.9999986527600612,0.0,0.0,0.0,0.0,0.0,0.0
8.177485704421997,-0.015194298578744603,-0.01887591420183455,-0.014760806671786938,0.0002844328195687098,-0.0004082361556341329,-0.0007319116775487243,0.9999996083731775,0.0,0.0,0.0,0.0,0.0,0.0
8.274684190750122,-0.015360798486415878,-0.01615349666305091,-0.014780151522515973,0.00012944448584136252,-0.0006818830808309632,-0.0006162123986408385,0.9999995692808418,0.0,0.0,0.0,0.0,0.0,0.0
8.37887978553772,-0.011737339094483793,-0.01690957704743092,-0.014534196797097092,0.0003620248281769507,-0.0006311252128302952,-0.001550799232458266,0.999998532819289,0.0,0.0,0.0,0.0,0.0,0.0
8.477873802185059,-0.013050006327873237,-0.015837908696056464,-0.013625709114586205,0.00033098569846392,-0.0007291177646528455,-0.000557227743710947,0.999999524166384,0.0,0.0,0.0,0.0,0.0,0.0
8.572201251983643,-0.014806648514010808,-0.017292086152847167,-0.013582197429591799,0.0005342390518113242,0.00013257008330407678,-0.0012349891868851405,0.999999085907341,0.0,0.0,0.0,0.0,0.0,0.0
8.676555156707764,-0.012142430445099276,-0.019439248278596367,-0.014673571795504319,0.00048745432262563336,-0.00041170385772088675,-0.0013209662382765725,0.9999989239676284,0.0,0.0,0.0,0.0,0.0,0.0
8.775136470794678,-0.01412870196138806,-0.016056026399584783,-0.013282268330917594,0.0007346136065502028,-0.00015375431522822867,-0.0014768605609595598,0.99999862779173,0.0,0.0,0.0,0.0,0.0,0.0
8.873706817626953,-0.012991452228839325,-0.016190321352339235,-0.013112194131641684,0.000302613232148762,0.0001419917108157201,-0.0012063264827546112,0.9999992165196943,0.0,0.0,0.0,0.0,0.0,0.0
8.978849411010742,-0.01169429848426266,-0.018411209653489382,-0.01374747663420112,0.00039632535631550775,-0.0002021504567396757,-0.0014581908371643602,0.9999988378697682,0.0,0.0,0.0,0.0,0.0,0.0
9.075053691864014,-0.012387916774063455,-0.015892744120054744,-0.014399478036896955,0.00031319955049916877,-0.00026696942062985076,-0.0011213846889048004,0.9999992865646199,0.0,0.0,0.0,0.0,0.0,0.0
9.175630569458008,-0.01480633838856579,-0.018096332312230935,-0.01702331745437446,0.00026680123657845355,-3.353388682815355e-05,-0.0013581202662157781,0.999999041600501,0.0,0.0,0.0,0.0,0.0,0.0
9.272687673568726,-0.016185444974749837,-0.01476321819802692,-0.016438015252020842,0.0001538307172047454,-0.0003134441120887084,-0.0009229267680922286,0.9999995131474209,0.0,0.0,0.0,0.0,0.0,0.0
9.375078201293945,-0.012195536727358175,-0.01925663782975413,-0.015331186548859685,0.000556034174988247,-0.0007630982548151196,-0.0011937025268333283,0.9999988417899924,0.0,0.0,0.0,0.0,0.0,0.0
9.482501029968262,-0.015104878374007067,-0.017993675048290716,-0.017568427876222197,0.00031106191520777134,0.00026447059235245517,-0.0010819955160145634,0.9999993312905229,0.0,0.0,0.0,0.0,0.0,0.0
9.581921577453613,-0.019790596125236003,-0.01886394967924902,-0.01833371967500438,-5.3591112111089254e-05,-0.0002694821261826114,-0.0011012159638578629,0.9999993559151805,0.0,0.0,0.0,0.0,0.0,0.0
9.673080921173096,-0.0211647376558197,-0.01281688869040639,-0.018678611122348872,0.0001883592106082594,0.0007430764443905069,-0.0006000664252499152,0.9999995261391329,0.0,0.0,0.0,0.0,0.0,0.0
9.774504899978638,-0.019254903527774,-0.010567108572192651,-0.017884075177759574,0.000262521368968939,-0.0004209600431128682,-0.0005538162615438626,0.999999723581322,0.0,0.0,0.0,0.0,0.0,0.0
9.870957612991333,-0.016868163324568104,-0.00915159828189813,-0.013900246422638353,0.0005104630770190468,-0.0003199944492476249,-0.0002778710935257967,0.9999997799093027,0.0,0.0,0.0,0.0,0.0,0.0
9.976013660430908,-0.016076624608972415,-0.01083525361456557,-0.01351752931590833,0.0003574878678638527,-0.0001984090976215539,-0.0007791264289790198,0.9999996128990558,0.0,0.0,0.0,0.0,0.0,0.0
10.081945657730103,-0.010886392860650835,-0.01721119956710588,-0.013523524152893042,0.00013914894131462956,-0.0008375059626761226,-0.0007583355398247067,0.9999993520740618,0.0,0.0,0.0,0.0,0.0,0.0
10.177341938018799,-0.011990579888881216,-0.02423853774604736,-0.013883454140261419,3.894110822217245e-05,-0.0008478563410272674,-0.000686996100007301,0.9999994038296093,0.0,0.0,0.0,0.0,0.0,0.0
10.273838758468628,-0.011282936462037313,-0.024994834326876294,-0.013687385540404575,0.00027016705397182205,-0.0007847358294837106,-0.0005402665272500345,0.9999995096556404,0.0,0.0,0.0,0.0,0.0,0.0
10.378849267959595,-0.010564145561418494,-0.018110697229950224,-0.014108467500721792,0.0004631146450263248,-0.0008015903627090332,-0.00014691284588877566,0.9999995606970696,0.0,0.0,0.0,0.0,0.0,0.0
10.47426176071167,-0.009700695248244502,-0.019513049481292483,-0.01614619420691072,-1.3946995995674871e-05,-0.00022638685097354488,-0.0006206732440968391,0.9999997816595757,0.0,0.0,0.0,0.0,0.0,0.0
10.57388973236084,-0.012429296035219908,-0.014453781569031711,-0.012748729416158597,0.0008331348202152561,-0.00017140529645935082,-0.0004743702287761663,0.9999995257396286,0.0,0.0,0.0,0.0,0.0,0.0
10.67393708229065,-0.014279819272446955,-0.018417479881836386,-0.014289563111821188,-5.4339884500161884e-05,-0.00013764116411802208,-0.0006489237860456247,0.9999997784999788,0.0,0.0,0.0,0.0,0.0,0.0
10.773971319198608,-0.015805295880002415,-0.018159734820028608,-0.013379545849372268,0.0007292619695421077,0.0004821848653604671,-0.0004436756824659667,0.9999995194131964,0.0,0.0,0.0,0.0,0.0,0.0
10.88569164276123,-0.02061743354874047,-0.019294943663803712,-0.01746859697785473,0.0006288201913724008,0.0004238721845740411,-0.0014577215387375372,0.9999986499818155,0.0,0.0,0.0,0.0,0.0,0.0
10.97493863105774,-0.019649479299218887,-0.02286994757922794,-0.01955242613948027,9.925176476489994e-05,0.0005575616107381233,-0.0009638019077257998,0.9999993751798146,0.0,0.0,0.0,0.0,0.0,0.0
11.080806970596313,-0.016857981903979538,-0.02340940954403573,-0.01824208291043318,9.641632529938921e-05,-0.00042330497189059627,-0.0013260054065404956,0.9999990266127539,0.0,0.0,0.0,0.0,0.0,0.0
11.173681497573853,-0.016964445441211784,-0.021729007141728818,-0.015857521990944992,0.0004916520679378897,0.0007146303136292842,-0.0014103088028417144,0.9999986293044805,0.0,0.0,0.0,0.0,0.0,0.0
11.275043487548828,-0.01645166903567085,-0.019988603204746644,-0.012529436017030153,0.0005010978050682037,3.448521874003129e-05,-0.0008180021416983671,0.9999995392920215,0.0,0.0,0.0,0.0,0.0,0.0
11.374973058700562,-0.01236758827874522,-0.0165308342667406,-0.012507854491712309,0.00046231948003717786,-0.00019537087600448905,-0.0006246539608375445,0.9999996789491222,0.0,0.0,0.0,0.0,0.0,0.0
11.47430157661438,-0.011026156688356986,-0.019463157772667276,-0.014839340042999161,6.414581665016979e-05,-0.0005297291778474887,-0.0017017789123343094,0.9999984096091575,0.0,0.0,0.0,0.0,0.0,0.0
11.574697971343994,-0.010483395364357814,-0.021556050418625138,-0.01662184332005921,0.0004327618438576641,0.0004478454648816897,-0.0010119269314020597,0.9999992940775058,0.0,0.0,0.0,0.0,0.0,0.0
11.677391290664673,-0.008520314843059153,-0.025190031996902708,-0.01896893381243267,9.485954494142417e-05,-8.473809938108462e-05,-0.0010520076661320542,0.9999994385503373,0.0,0.0,0.0,0.0,0.0,0.0
11.772566556930542,-0.009589548425297283,-0.024742619608672457,-0.017593209114854194,0.000479344408880443,-0.0006406323885150931,-0.0015882443169252941,0.9999984186482838,0.0,0.0,0.0,0.0,0.0,0.0
11.876824378967285,-0.012508660929037973,-0.022419943951520898,-0.01667633103679254,0.00046635341141501303,-0.0008148370224756932,-0.0012590451062355458,0.9999987666795098,0.0,0.0,0.0,0.0,0.0,0.0
11.972357273101807,-0.0165616938106081,-0.021407163348810345,-0.017297025447998673,0.00012820807033636186,0.0001373463221186524,-0.0007009344091469329,0.9999997366947807,0.0,0.0,0.0,0.0,0.0,0.0
12.07464051246643,-0.018601350860815834,-0.0193888878591874,-0.018279393893597302,0.0005432332351405709,0.000525745875423991,-0.0013486710782904996,0.9999988047869095,0.0,0.0,0.0,0.0,0.0,0.0
12.186499118804932,-0.01696887112263915,-0.016262058771116274,-0.01544961619781047,0.0005408167359083364,-0.000673921380693984,-0.0016206178579160567,0.9999983134710717,0.0,0.0,0.0,0.0,0.0,0.0
12.272315502166748,-0.016333139188935634,-0.013756174662050572,-0.014146424609410183,0.0003799502015333468,-0.00013870102031627495,-0.000764222985124865,0.9999996261814793,0.0,0.0,0.0,0.0,0.0,0.0
12.375051021575928,-0.013968144345661924,-0.012011157923388246,-0.01613603778933205,8.91033572044332e-05,-0.0003266712288745786,-0.000606252944528176,0.9999997589019041,0.0,0.0,0.0,0.0,0.0,0.0
12.459396600723267,-0.014128461516857623,-0.016000945592412497,-0.01510123528382427,5.506404673301543e-05,0.00014453808016806348,-0.0009969234724799187,0.9999994911100125,0.0,0.0,0.0,0.0,0.0,0.0
12.57407546043396,-0.017290419257341056,-0.014738694063108269,-0.01570822481516247,0.0001992957291227907,-0.0003094656658924558,-0.0002680319986513522,0.9999998963355254,0.0,0.0,0.0,0.0,0.0,0.0
12.677207231521606,-0.016826978153096677,-0.017252536652367877,-0.015414343548767136,-0.00010219547688263129,-0.00013210132309473128,-0.000840932897904185,0.9999996324685255,0.0,0.0,0.0,0.0,0.0,0.0
12.77449345588684,-0.018785214446505025,-0.014741977593396963,-0.016309103773247863,-9.121374532681361e-05,5.599623942435389e-05,-0.00025343610671635684,0.9999999621573059,0.0,0.0,0.0,0.0,0.0,0.0
12.874423503875732,-0.019757152263624834,-0.02019163589007466,-0.017228309056745363,-4.765620386064239e-05,0.0003655965116552917,-0.0007493471464786204,0.9999996512734044,0.0,0.0,0.0,0.0,0.0,0.0
12.975406885147095,-0.015356839734270548,-0.023359254617698624,-0.015584343057276764,-8.278102448473154e-05,-0.0008384759405050606,-0.00028281454160608273,0.9999996050605887,0.0,0.0,0.0,0.0,0.0,0.0
13.076008081436157,-0.01555326858798115,-0.026226838576003185,-0.017121280498624707,-0.00010604373230024692,-1.3438252934120997e-05,-0.0009373094002443984,0.9999995550125151,0.0,0.0,0.0,0.0,0.0,0.0
13.173155307769775,-0.013205575383980133,-0.02142557171027129,-0.0178117572784542,8.011023952198385e-05,4.5490195620615626e-05,-0.0011950210609465754,0.9999992817185699,0.0,0.0,0.0,0.0,0.0,0.0
13.277400016784668,-0.012935414089186486,-0.021741782192206276,-0.017415377329308604,8.893046995302748e-05,-0.0004844092531797603,-0.000557020322892263,0.9999997235836653,0.0,0.0,0.0,0.0,0.0,0.0
13.37601375579834,-0.013942368423120384,-0.0209499339991659,-0.013810455655275698,0.000855348145786221,0.00010814640143196446,-0.0009520404961476977,0.9999991751510591,0.0,0.0,0.0,0.0,0.0,0.0
