t,vtol_state,landed_state
99.34287548065186,0,1
99.84536838531494,0,1
100.34246301651001,0,1
100.84197878837585,0,1
101.34289336204529,0,1
101.84007740020752,0,1
102.33999538421631,0,1
102.84147143363953,0,1
103.33806705474854,0,1
103.83779811859131,0,1
104.3375313282013,0,1
104.83662676811218,0,1
105.33755946159363,0,1
105.83716821670532,0,1
106.3357298374176,0,1
106.83423113822937,0,1
107.3361976146698,0,1
107.83416032791138,0,1
108.33556032180786,0,1
108.83414816856384,0,1
109.33319568634033,0,1
109.83596158027649,0,1
110.33259606361389,0,1
110.83394932746887,0,1
111.335524559021,0,1
111.83272981643677,0,1
112.33205199241638,0,1
112.83232474327087,0,1
113.33052825927734,0,1
113.8317642211914,0,1
114.33352398872375,0,1
114.8299663066864,0,1
115.32918977737427,0,1
115.83031010627747,0,1
116.3285756111145,0,1
116.82867336273193,0,1
117.32785892486572,0,1
117.82888460159302,0,1
118.32826375961304,0,1
118.82675623893738,0,1
119.3290958404541,0,1
119.8269956111908,0,1
120.32587242126465,0,1
120.83330345153809,0,1
121.32616877555847,0,1
121.82389736175537,0,1
122.32608437538147,0,1
122.82443809509277,0,1
123.32513880729675,0,1
123.82446002960205,0,1
124.32519435882568,0,1
124.82565832138062,0,1
125.32300138473511,0,1
125.82451224327087,0,1
126.32260966300964,0,1
126.8226203918457,0,1
127.32362842559814,0,1
127.82308626174927,0,1
128.3216199874878,0,1
128.82133388519287,0,1
129.3236210346222,0,1
129.82189297676086,0,1
130.32178401947021,0,1
130.82170057296753,0,1
131.3212113380432,0,1
131.82134199142456,0,1
132.32049131393433,0,1
132.81915950775146,0,1
133.32089185714722,0,1
133.81983065605164,0,1
134.31852555274963,0,1
134.8181700706482,0,1
135.31869101524353,0,1
135.81767439842224,0,1
136.31698203086853,0,1
136.81858921051025,0,1
137.31827402114868,0,1
137.81869626045227,0,1
138.3180546760559,0,1
138.81639790534973,0,1
139.31787204742432,0,1
139.81855869293213,0,1
140.31732606887817,0,1
140.8163492679596,0,1
141.31612491607666,0,1
141.8217806816101,0,1
142.31406092643738,0,1
142.82025742530823,0,1
143.31440353393555,0,1
143.81555485725403,0,1
144.31469631195068,0,1
144.81591725349426,0,1
145.3149163722992,0,1
145.81825351715088,0,1
146.31479215621948,0,1
146.81408643722534,0,1
147.3138463497162,0,1
147.81433057785034,0,1
148.3135325908661,0,1
148.81271815299988,0,1
149.3136146068573,0,1
149.81229901313782,0,1
150.31288480758667,0,1
150.81274724006653,0,1
151.31535077095032,0,1
151.81111574172974,0,1
152.31211924552917,0,1
152.81197118759155,0,1
153.31075859069824,0,1
153.81264114379883,0,1
154.31198239326477,0,1
154.81177854537964,0,1
155.3099672794342,0,1
155.81496906280518,0,1
156.309800863266,0,1
156.81074929237366,0,1
157.31159329414368,0,1
157.80882000923157,0,1
158.30876970291138,0,1
158.80905532836914,0,1
159.31468558311462,0,1
159.80867171287537,0,1
160.30943179130554,0,1
160.808739900589,0,1
161.30783796310425,0,1
161.80882835388184,0,1
162.30818843841553,0,1
162.80770111083984,0,1
163.30708503723145,0,1
163.8132450580597,0,1
164.30770635604858,0,1
164.80777955055237,0,1
165.30764412879944,0,1
165.80655598640442,0,1
166.30757021903992,0,1
166.80467224121094,0,1
167.30656504631042,0,1
167.8103630542755,0,1
168.3062388896942,0,1
168.8059902191162,0,1
169.30735874176025,0,1
169.8094401359558,0,1
170.31059646606445,0,1
170.8135507106781,0,1
171.31631445884705,0,1
171.8249590396881,0,1
172.3187119960785,0,1
172.8223328590393,0,1
173.3236916065216,0,1
173.8248918056488,0,1
174.32645344734192,0,1
174.82918667793274,0,1
175.33078575134277,0,1
175.8336877822876,0,1
176.3354561328888,0,1
176.83595371246338,0,1
177.3393611907959,0,1
177.84123969078064,0,1
178.34144139289856,0,1
178.84414958953857,0,1
179.34754490852356,0,1
179.8469262123108,0,1
180.34954690933228,0,1
180.850492477417,0,1
181.35126996040344,0,1
181.85209488868713,0,1
182.3556342124939,0,1
182.85700392723083,0,1
183.35805583000183,0,1
183.86906623840332,0,1
184.36168146133423,0,1
184.86399817466736,0,1
185.36291885375977,0,1
185.8639781475067,0,1
186.36647987365723,0,1
186.87023043632507,0,1
187.37129187583923,0,1
187.86962151527405,0,1
188.3723452091217,0,1
188.87190079689026,0,1
189.37524509429932,0,2
189.876207113266,0,2
190.37809300422668,0,2
190.87812447547913,0,2
191.38004684448242,0,2
191.88049006462097,0,2
192.38170623779297,0,2
192.88347625732422,0,2
193.38399529457092,0,2
193.88572716712952,0,2
194.38536024093628,0,2
194.88765406608582,0,2
195.3871636390686,0,2
195.88768887519836,0,1
196.38924312591553,0,1
196.89224243164062,0,1
197.39369440078735,0,1
197.89220571517944,0,1
198.3926498889923,0,1
198.8959891796112,0,1
199.39532709121704,0,1
199.89617133140564,0,1
200.39838528633118,0,1
200.8981363773346,0,1
201.39844059944153,0,1
201.89980721473694,0,1
202.40266680717468,0,1
202.90284085273743,0,1
203.40265536308289,0,1
203.90514755249023,0,1
204.40408658981323,0,1
204.90683436393738,0,1
205.40715646743774,0,1
205.90771341323853,0,1
206.409255027771,0,1
206.90841341018677,0,1
207.41167521476746,0,1
207.91315937042236,0,1
208.4108452796936,0,1
208.9113049507141,0,1
209.41358852386475,0,1
209.9134705066681,0,1
210.41603302955627,0,1
210.91463565826416,0,1
211.4178032875061,0,1
211.91670727729797,0,1
212.4179904460907,0,1
212.9176046848297,0,1
213.42925333976746,0,1
213.91996026039124,0,1
214.42167282104492,0,1
214.9196047782898,0,1
215.42102313041687,0,1
215.92036747932434,0,1
216.42300534248352,0,1
216.9216685295105,0,1
217.423846244812,0,1
217.92462730407715,0,1
218.42389845848083,0,1
218.92543196678162,0,1
219.4250864982605,0,2
219.92652368545532,0,2
220.42751169204712,0,2
220.9269094467163,0,2
221.42890691757202,0,2
221.92684173583984,0,2
222.4293520450592,0,2
222.93043732643127,0,2
223.43054127693176,0,2
223.92961144447327,0,2
224.43130087852478,0,2
224.93034315109253,0,2
225.4377543926239,0,2
225.9334237575531,0,2
226.43274855613708,0,2
226.93362498283386,0,2
227.4350461959839,0,2
227.93367552757263,0,2
228.4355115890503,0,2
228.93711638450623,0,2
229.43503308296204,0,2
229.93615078926086,0,2
230.43790793418884,0,2
230.93599247932434,0,2
231.4391486644745,0,2
231.93797826766968,0,2
232.43735432624817,0,2
232.93876266479492,0,2
233.44513535499573,0,2
233.93895959854126,0,2
234.44006037712097,0,2
234.9410846233368,0,2
235.44140362739563,0,2
235.94095635414124,0,2
236.44436693191528,0,2
236.94212436676025,0,2
237.44239616394043,0,2
237.944566488266,0,2
238.4428906440735,0,2
238.94390511512756,0,2
239.44456672668457,0,2
239.94468593597412,0,2
240.44525814056396,0,2
240.94545817375183,0,2
241.44462609291077,0,2
241.9463198184967,0,2
242.44657039642334,0,1
242.94645476341248,0,1
243.44565653800964,0,1
243.95670676231384,0,1
244.44766449928284,0,1
244.94778752326965,0,1
245.44701194763184,0,1
245.951504945755,0,1
246.44800281524658,0,1
246.94869136810303,0,1
247.448832988739,0,1
247.95003700256348,0,1
248.4492313861847,0,1
248.95077419281006,0,1
249.45053839683533,0,1
249.9505615234375,0,1
250.45287895202637,0,1
250.9510304927826,0,1
251.4507999420166,0,1
251.9502191543579,0,1
252.45209622383118,0,1
252.95214891433716,0,1
253.4514684677124,0,1
253.95264506340027,0,1
254.45441555976868,0,1
254.956289768219,0,1
255.4539589881897,0,1
255.9538655281067,0,1
256.45285844802856,0,1
256.95494318008423,0,1
257.4540522098541,0,1
257.9557499885559,0,1
258.455650806427,0,1
258.9564256668091,0,1
259.4570643901825,0,1
259.9549355506897,0,1
260.4578080177307,0,1
260.9591281414032,0,1
261.45578384399414,0,1
261.96213006973267,0,1
262.458172082901,0,1
262.9565382003784,0,1
263.45827460289,0,1
263.9572525024414,0,1
264.45906829833984,0,1
264.9591052532196,0,1
265.4597821235657,0,1
265.9581229686737,0,2
266.4596652984619,0,2
266.9601764678955,0,2
267.46106147766113,0,2
267.95986819267273,0,2
268.46096205711365,0,2
268.959267616272,0,2
269.46132588386536,0,2
269.959677696228,0,2
270.46157574653625,0,2
270.9594089984894,0,2
271.4606146812439,0,2
271.96141362190247,0,2
272.46013617515564,0,2
272.96924924850464,0,2
273.46316838264465,0,2
273.9631567001343,0,2
274.46269059181213,0,2
274.9636781215668,0,2
275.46220350265503,0,2
275.96322655677795,0,2
276.46441888809204,0,2
276.9635398387909,0,2
277.4640393257141,0,2
277.96490383148193,0,2
278.4632694721222,0,2
278.9645311832428,0,2
279.4659285545349,0,2
279.9639174938202,0,2
280.46552419662476,0,2
280.96587109565735,0,2
281.4647514820099,0,2
281.9654746055603,0,2
282.468031167984,0,2
282.96499395370483,0,2
283.4664640426636,0,2
283.9670741558075,0,2
284.4656822681427,0,2
284.96842432022095,0,2
285.4656183719635,0,2
285.9707839488983,0,2
286.4675648212433,0,2
286.96562218666077,0,2
287.4668939113617,0,2
287.9677255153656,0,2
288.46628856658936,0,2
288.9672329425812,0,2
289.46895003318787,0,2
289.96934151649475,0,2
290.4682831764221,0,2
290.96872305870056,0,2
291.47047996520996,0,2
291.96827149391174,0,2
292.4699728488922,0,2
292.9695167541504,0,1
293.4740467071533,0,1
293.9698853492737,0,1
294.4700245857239,0,1
294.9716010093689,0,1
295.4697046279907,0,1
295.97609281539917,0,1
296.47153425216675,0,1
296.97108483314514,0,1
297.4720766544342,0,1
297.9714295864105,0,1
298.47089290618896,0,1
298.97247076034546,0,1
299.4729542732239,0,1
299.9717195034027,0,1
300.47296166419983,0,1
300.9714996814728,0,1
301.4727020263672,0,1
301.9734539985657,0,1
302.47259497642517,0,1
302.97275471687317,0,1
303.4743649959564,0,1
303.9730396270752,0,1
304.47896242141724,0,1
304.9728844165802,0,1
305.4746570587158,0,1
305.972873210907,0,1
306.47449016571045,0,1
306.9759953022003,0,1
307.474312543869,0,1
307.97547483444214,0,1
308.47486567497253,0,1
308.97344303131104,0,1
309.4761714935303,0,1
309.9752399921417,0,1
310.47527408599854,0,1
310.9731867313385,0,1
311.47918176651,0,1
311.97429871559143,0,1
312.4763774871826,0,1
312.9760684967041,0,1
313.4772789478302,0,1
313.97389459609985,0,1
314.47654843330383,0,1
314.9752459526062,0,1
315.47640776634216,0,1
315.977436542511,0,1
316.4762303829193,0,1
316.97543835639954,0,1
317.4777374267578,0,1
317.9761435985565,0,1
318.4779031276703,0,1
318.9790542125702,0,1
319.4773676395416,0,1
319.9786493778229,0,1
