t,width,height,point_step,row_step,is_dense,data_len
23.784278869628906,5089,1,48,244272,True,244272
23.883832693099976,5082,1,48,243936,True,243936
23.982171773910522,5056,1,48,242688,True,242688
24.089085817337036,5088,1,48,244224,True,244224
24.195908546447754,5182,1,48,248736,True,248736
24.264493703842163,5217,1,48,250416,True,250416
24.365746021270752,5308,1,48,254784,True,254784
24.49211573600769,5365,1,48,257520,True,257520
24.589809894561768,5383,1,48,258384,True,258384
24.69558835029602,5471,1,48,262608,True,262608
24.78785014152527,5439,1,48,261072,True,261072
24.88650941848755,5408,1,48,259584,True,259584
24.96818232536316,5466,1,48,262368,True,262368
25.067522048950195,5390,1,48,258720,True,258720
25.194228649139404,5517,1,48,264816,True,264816
25.287142992019653,5413,1,48,259824,True,259824
25.36946964263916,5438,1,48,261024,True,261024
25.470865488052368,5410,1,48,259680,True,259680
25.596882820129395,5398,1,48,259104,True,259104
25.677037000656128,5419,1,48,260112,True,260112
25.77584409713745,5436,1,48,260928,True,260928
25.880892992019653,5465,1,48,262320,True,262320
25.986267566680908,5527,1,48,265296,True,265296
26.06912088394165,5508,1,48,264384,True,264384
26.18765616416931,5761,1,48,276528,True,276528
26.2695631980896,5708,1,48,273984,True,273984
26.388850212097168,5735,1,48,275280,True,275280
26.46834111213684,5771,1,48,277008,True,277008
26.569887399673462,5758,1,48,276384,True,276384
26.68918490409851,5788,1,48,277824,True,277824
26.770475149154663,5789,1,48,277872,True,277872
26.87013578414917,5751,1,48,276048,True,276048
26.98826026916504,5793,1,48,278064,True,278064
27.088685750961304,5730,1,48,275040,True,275040
27.169416666030884,6017,1,48,288816,True,288816
27.27129864692688,5919,1,48,284112,True,284112
27.37178921699524,5988,1,48,287424,True,287424
27.475621700286865,5962,1,48,286176,True,286176
27.58964443206787,6084,1,48,292032,True,292032
27.683053970336914,6049,1,48,290352,True,290352
27.779917001724243,6156,1,48,295488,True,295488
27.867968559265137,6142,1,48,294816,True,294816
27.971980571746826,6182,1,48,296736,True,296736
28.068732738494873,6077,1,48,291696,True,291696
28.182319164276123,6237,1,48,299376,True,299376
28.26899290084839,6176,1,48,296448,True,296448
28.370753288269043,6193,1,48,297264,True,297264
28.46783757209778,6173,1,48,296304,True,296304
28.578018188476562,6181,1,48,296688,True,296688
28.684393644332886,6093,1,48,292464,True,292464
28.778923749923706,6282,1,48,301536,True,301536
28.86980700492859,6150,1,48,295200,True,295200
28.970160484313965,6205,1,48,297840,True,297840
29.07095456123352,6136,1,48,294528,True,294528
29.169400691986084,6273,1,48,301104,True,301104
29.27012825012207,6165,1,48,295920,True,295920
29.370628118515015,6195,1,48,297360,True,297360
29.471608877182007,6208,1,48,297984,True,297984
29.568535566329956,6159,1,48,295632,True,295632
29.677150011062622,6176,1,48,296448,True,296448
29.769373178482056,6214,1,48,298272,True,298272
29.870375394821167,6163,1,48,295824,True,295824
29.97704577445984,6205,1,48,297840,True,297840
30.07059359550476,6152,1,48,295296,True,295296
30.169450283050537,6207,1,48,297936,True,297936
30.271816968917847,6194,1,48,297312,True,297312
30.370437383651733,6171,1,48,296208,True,296208
30.47451114654541,6203,1,48,297744,True,297744
30.57709288597107,6197,1,48,297456,True,297456
30.692625045776367,6220,1,48,298560,True,298560
30.770000457763672,6184,1,48,296832,True,296832
30.868853092193604,6232,1,48,299136,True,299136
30.97040557861328,6135,1,48,294480,True,294480
31.072319507598877,6180,1,48,296640,True,296640
31.18105459213257,6200,1,48,297600,True,297600
31.281064987182617,6199,1,48,297552,True,297552
31.371500492095947,6218,1,48,298464,True,298464
31.4796462059021,6243,1,48,299664,True,299664
31.57404589653015,6184,1,48,296832,True,296832
31.669498682022095,6172,1,48,296256,True,296256
31.77199935913086,6216,1,48,298368,True,298368
31.88263726234436,6179,1,48,296592,True,296592
31.97235417366028,6205,1,48,297840,True,297840
32.07037806510925,6170,1,48,296160,True,296160
32.17429041862488,6172,1,48,296256,True,296256
32.291751861572266,5878,1,48,282144,True,282144
32.37117576599121,6524,1,48,313152,True,313152
32.47033977508545,6195,1,48,297360,True,297360
32.57333016395569,6197,1,48,297456,True,297456
32.67313766479492,6179,1,48,296592,True,296592
32.79184889793396,6168,1,48,296064,True,296064
32.90893030166626,6236,1,48,299328,True,299328
32.97352981567383,6194,1,48,297312,True,297312
33.069739818573,6199,1,48,297552,True,297552
33.16969132423401,6220,1,48,298560,True,298560
33.27135968208313,6166,1,48,295968,True,295968
33.37137150764465,6211,1,48,298128,True,298128
33.481645822525024,6188,1,48,297024,True,297024
33.58167505264282,6180,1,48,296640,True,296640
33.67167115211487,6199,1,48,297552,True,297552
33.77378606796265,6189,1,48,297072,True,297072
33.870606899261475,6212,1,48,298176,True,298176
33.97029113769531,6218,1,48,298464,True,298464
34.07558083534241,6178,1,48,296544,True,296544
34.173407793045044,6175,1,48,296400,True,296400
34.280325174331665,6206,1,48,297888,True,297888
34.37042737007141,6164,1,48,295872,True,295872
34.47053408622742,6197,1,48,297456,True,297456
34.59746050834656,5971,1,48,286608,True,286608
34.67360758781433,6422,1,48,308256,True,308256
34.771655559539795,6187,1,48,296976,True,296976
34.87659764289856,6199,1,48,297552,True,297552
34.9710476398468,6204,1,48,297792,True,297792
35.08032965660095,6171,1,48,296208,True,296208
35.17075562477112,6199,1,48,297552,True,297552
35.272897481918335,6191,1,48,297168,True,297168
35.38128209114075,5898,1,48,283104,True,283104
35.47380614280701,6466,1,48,310368,True,310368
35.57969665527344,6208,1,48,297984,True,297984
35.67248487472534,6181,1,48,296688,True,296688
35.78439950942993,6177,1,48,296496,True,296496
35.871989727020264,6176,1,48,296448,True,296448
35.97378134727478,6223,1,48,298704,True,298704
36.082627296447754,6166,1,48,295968,True,295968
36.17091178894043,6200,1,48,297600,True,297600
36.28292894363403,6212,1,48,298176,True,298176
36.381441831588745,6205,1,48,297840,True,297840
36.47164511680603,6172,1,48,296256,True,296256
36.580045223236084,6142,1,48,294816,True,294816
36.67086410522461,6223,1,48,298704,True,298704
36.785377502441406,6200,1,48,297600,True,297600
36.8710150718689,6168,1,48,296064,True,296064
36.97715711593628,6183,1,48,296784,True,296784
37.092878103256226,6132,1,48,294336,True,294336
37.17248010635376,6274,1,48,301152,True,301152
37.27292442321777,6169,1,48,296112,True,296112
37.371373414993286,6218,1,48,298464,True,298464
37.478318214416504,6173,1,48,296304,True,296304
37.57244396209717,6178,1,48,296544,True,296544
37.67090654373169,6225,1,48,298800,True,298800
37.78532361984253,5980,1,48,287040,True,287040
37.8718945980072,6394,1,48,306912,True,306912
37.972744941711426,6197,1,48,297456,True,297456
38.07519769668579,6225,1,48,298800,True,298800
38.169034242630005,6168,1,48,296064,True,296064
38.280367374420166,6201,1,48,297648,True,297648
38.371484994888306,6199,1,48,297552,True,297552
38.47412419319153,6205,1,48,297840,True,297840
38.58100080490112,6188,1,48,297024,True,297024
38.677302837371826,5951,1,48,285648,True,285648
38.773438930511475,6409,1,48,307632,True,307632
38.87082314491272,6205,1,48,297840,True,297840
38.97227430343628,6190,1,48,297120,True,297120
39.078983306884766,6199,1,48,297552,True,297552
39.17859220504761,6205,1,48,297840,True,297840
39.269712686538696,6179,1,48,296592,True,296592
39.38300132751465,6180,1,48,296640,True,296640
39.49764800071716,6064,1,48,291072,True,291072
39.57433557510376,6347,1,48,304656,True,304656
39.67188358306885,6201,1,48,297648,True,297648
39.79169821739197,6173,1,48,296304,True,296304
39.89259219169617,5878,1,48,282144,True,282144
39.972458600997925,6505,1,48,312240,True,312240
40.07248020172119,6195,1,48,297360,True,297360
40.17954206466675,6213,1,48,298224,True,298224
